action,decision,v_stay,v_leave,note,step,row,col,resource,reward_total,total_digs,overall,E_next_here,resource_before,resource_after,Q_stay,Q_leave,stay_prob,can_dig,can_move,available_mines_here,overall_label,explorer_label,mine_id,dig_success,reward_gained,depleted,remaining_after,move_choice_label,move_probs,move_label_scores,move_e_next,cfg_init_resource,cfg_move_cost,cfg_dig_cost,cfg_reward_amount,cfg_beta_trust,cfg_stay_leave_temp,cfg_move_temp,cfg_K,cfg_SIGMA2,cfg_baseline_mode,lambda_rate,R_ENV,post_k0,post_k1,post_k2
decide,stay,,,,25,2,2,,0.0,2,,0.0,214.0,212.0,0.015963907667399996,0.16666666666666663,0.32005614501303575,True,True,0.0,rich,None,,,,,,,,,,312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.9983409945471282,0.0016588007405974826,2.0471227441597389e-07
move,auto_leave,,,,26,1,2,,0.0,2,,0.0,212.0,208.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,26,1,2,208.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,27,2,2,,0.0,2,,0.0,208.0,204.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,0.9983409945471282,0.0016588007405974826,2.0471227441597389e-07
enter,enter,,,entered_cell,27,2,2,204.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,0.9983409945471282,0.0016588007405974826,2.0471227441597389e-07
move,auto_leave,,,,28,1,2,,0.0,2,,0.0,204.0,200.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,28,1,2,200.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,29,0,2,,0.0,2,,0.0,200.0,196.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,29,0,2,196.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,30,1,2,,0.0,2,,0.0,196.0,192.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,30,1,2,192.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,31,0,2,,0.0,2,,0.0,192.0,188.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,31,0,2,188.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,32,0,1,,0.0,2,,0.0,188.0,184.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,32,0,1,184.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,33,0,0,,0.0,2,,0.0,184.0,180.0,-0.2,0.16666666666666663,,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,33,0,0,180.0,0.0,2,poor,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,34,1,0,,0.0,2,,0.0,180.0,176.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,34,1,0,176.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,35,2,0,,0.0,2,,0.0,176.0,172.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,35,2,0,172.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,36,2,1,,0.0,2,,0.0,172.0,168.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,36,2,1,168.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,37,2,0,,0.0,2,,0.0,168.0,164.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,37,2,0,164.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,38,1,0,,0.0,2,,0.0,164.0,160.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,38,1,0,160.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,39,0,0,,0.0,2,,0.0,160.0,156.0,-0.2,0.16666666666666663,,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,39,0,0,156.0,0.0,2,poor,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,40,0,1,,0.0,2,,0.0,156.0,152.0,-0.2,0.16666666666666663,,False,True,0.0,rich,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,40,0,1,152.0,0.0,2,rich,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,41,0,0,,0.0,2,,0.0,152.0,148.0,-0.2,0.16666666666666663,,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,41,0,0,148.0,0.0,2,poor,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,42,1,0,,0.0,2,,0.0,148.0,144.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,42,1,0,144.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,43,0,0,,0.0,2,,0.0,144.0,140.0,-0.2,0.16666666666666663,,False,True,0.0,poor,poor,,,,,,poor,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,43,0,0,140.0,0.0,2,poor,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,44,1,0,,0.0,2,,0.0,140.0,136.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,44,1,0,136.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,45,2,0,,0.0,2,,0.0,136.0,132.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,45,2,0,132.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,46,1,0,,0.0,2,,0.0,132.0,128.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,46,1,0,128.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,47,2,0,,0.0,2,,0.0,128.0,124.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,47,2,0,124.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,48,1,0,,0.0,2,,0.0,124.0,120.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.5, 0.5]","[0.5, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
enter,enter,,,entered_cell,48,1,0,120.0,0.0,2,neutral,0.0,,,,,,,,,,,,,,,,,nan,nan,nan,,,,,,,,,,,,,,,
move,auto_leave,,,,49,2,0,,0.0,2,,0.0,120.0,116.0,-0.2,0.16666666666666663,,False,True,0.0,neutral,None,,,,,,,"[0.2592, 0.7408]","[0.2, 0.5]","[0.0, 0.0]",312.0,4.0,2.0,1.0,0.7,0.2,0.2,3.0,0.05,env,0.0,0.5666666666666667,,,
